"salesorderkey","orderdate","customerkey","customerfirstname","customerlastname","customeraddress","customercity","cusotmerstate","customerzipcode","customercountry","socialmedia","totalsale","currencykey"
"1338508800000-117435090","2012-06-01T07:49:00Z","1118534400000-413","Alden","Merrill","Ap #201-6866 Ultricies St.","Boise","ID","71453","USA","majjavapnare","3187.35","1"
"1157414400000-167986570","2006-09-05T11:31:00Z","1210896000000-652","Moana","Henderson","P.O. Box 485 3618 Nec Avenue","Sacramento","CA","93773","USA","Nyhetsportalen","5841.94","1"
"1317772800000-53086077","2011-10-05T18:12:00Z","1281744000000-246","Nerea","Brennan","Ap #553-9321 Duis St.","Burlington","VT","36162","USA","ratking1989","6262.26","1"
"1403136000000-230111482","2014-06-19T05:05:00Z","1105833600000-39","Brenna","Gonzalez","Ap #999-8374 Mus. Rd.","Los Angeles","CA","94090","USA","meliorismo","4797.66","1"
"1189728000000-197831668","2007-09-14T03:04:00Z","1107216000000-187","Nasim","Moore","2445 Pharetra Street","Topeka","KS","68963","USA","MunkenXD","7921.26","1"
"1327017600000-48340063","2012-01-20T14:45:00Z","1176336000000-156","Sophia","Riley","1600 Nullam Street","Cedar Rapids","IA","50288","USA","admarten","5141.06","1"
"1270598400000-42906842","2010-04-07T09:10:00Z","1219190400000-357","Jamal","Armstrong","2445 Pharetra Street","Topeka","KS","68963","USA","MunkenXD","7409.4","1"
"1391731200000-56321227","2014-02-07T03:43:00Z","1173484800000-30","Carlos","Wells","Ap #534-867 Et Rd.","Columbia","MD","11039","USA","FiOS1News_LI","6449.62","1"
"1406073600000-250195739","2014-07-23T01:42:00Z","1284768000000-294","Madeson","Harris","3259 Mi Street","Casper","WY","34662","USA","Annudine","3411.51","1"
"1264896000000-225934536","2010-01-31T23:44:00Z","1178409600000-594","Phoebe","Wilkinson","8905 Metus Avenue","Boston","MA","66808","USA","SquadSoldier","9464.88","1"
"1329004800000-243038213","2012-02-12T13:33:00Z","1161907200000-636","Sloane","Brown","3259 Mi Street","Casper","WY","34662","USA","Annudine","5198.76","1"
"1262390400000-119070147","2010-01-02T21:29:00Z","1114560000000-237","Jayme","Hodges","P.O. Box 715 5165 In Av.","Montgomery","AL","35631","USA","VZWkarens","5524.19","1"
"1348531200000-28656521","2012-09-25T21:02:00Z","1170460800000-524","Ulric","Alston","514-4412 Nunc Rd.","Rock Springs","WY","94744","USA","LauraElleM","3876.78","1"
"1390521600000-96791301","2014-01-24T11:26:00Z","1357862400000-249","Ivan","Galloway","548-2328 Aliquam Rd.","Tulsa","OK","56288","USA","flinde","5116.39","1"
"1147996800000-238483066","2006-05-19T10:28:00Z","1140566400000-296","Jade","Simmons","768-1507 Integer Av.","Shreveport","LA","27705","USA","MolanPoka90","7146.92","1"
"1345507200000-259902024","2012-08-21T10:42:00Z","1322524800000-39","Lani","Parker","9305 Tincidunt St.","Fairbanks","AK","99728","USA","batyob","6458.95","1"
"1112227200000-142128370","2005-03-31T13:40:00Z","1123632000000-135","Raja","Rosa","357-5205 Tellus Ave","Madison","WI","25334","USA","gokhanorman21","5886.63","1"
"1115683200000-80903770","2005-05-10T22:53:00Z","1127088000000-532","Glenna","Hayes","P.O. Box 512 4236 Dolor St.","Lexington","KY","60235","USA","Elinlindavik","7856.28","1"
"1271635200000-163540746","2010-04-19T15:06:00Z","1108339200000-651","Aurora","Campos","6125 Volutpat St.","Detroit","MI","79538","USA","amandafanten","4828","1"
"1164844800000-324526566","2006-11-30T19:52:00Z","1110240000000-283","Piper","Mitchell","222-6263 Arcu. St.","Hilo","HI","54377","USA","HeroByDawn","4440.31","1"
"1180224000000-38493412","2007-05-27T15:36:00Z","1140134400000-552","Britanney","Greene","Ap #462-9237 Curabitur Rd.","Joliet","IL","47412","USA","Rickydeleon14","7812.91","1"
"1276041600000-33360191","2010-06-09T18:40:00Z","1353456000000-478","Allistair","Quinn","P.O. Box 573 1927 Neque. Rd.","Henderson","NV","71229","USA","Huokno__Peusyi","6244.04","1"
"1217808000000-210032927","2008-08-04T18:06:00Z","1341273600000-97","Beatrice","Grimes","222-6263 Arcu. St.","Hilo","HI","54377","USA","HeroByDawn","5621.39","1"
"1264896000000-143927323","2010-01-31T07:57:00Z","1110326400000-105","Brynne","Levine","58 Emerald Branch Blvd","Clearwater","FL","33575","USA","Humorforiphone","6996.86","1"
"1409875200000-206163844","2014-09-05T10:49:00Z","1259971200000-448","Remedios","Weeks","Ap #167-344 Risus. Road","Gulfport","MS","98580","USA","Lana_S27","6735.12","1"
"1294444800000-118113713","2011-01-08T18:30:00Z","1170979200000-84","Kenyon","Ramsey","768-1507 Integer Av.","Shreveport","LA","27705","USA","MolanPoka90","7677.74","1"
"1194134400000-63265083","2007-11-04T03:53:00Z","1263340800000-331","Ms","Keane","861-6096 Auctor Rd.","Erie","PA","70667","USA","beatofshotgun","6602.65","1"
"1416960000000-185662439","2014-11-26T21:24:00Z","1137628800000-600","Cleo","Beach","P.O. Box 752 2212 Sit Road","Green Bay","WI","85483","USA","DrMockingBird","5129.26","1"
"1384128000000-204131734","2013-11-11T22:32:00Z","1131148800000-15","Driscoll","Holman","166-1717 Lacus. St.","Spokane","WA","41788","USA","trezegol13","7002.09","1"
"1107820800000-45627558","2005-02-08T13:06:00Z","1114041600000-434","Shannon","Petty","265-6446 Augue. Road","Fresno","CA","90371","USA","Feuzna__Veobka","5321.39","1"
"1234569600000-149633246","2009-02-14T02:54:00Z","1275696000000-288","Georgia","Santos","223-1436 Donec Avenue","Las Vegas","NV","39118","USA","kattricia","6977.49","1"
"1341273600000-120245688","2012-07-03T21:50:00Z","1134777600000-360","Naomi","Saunders","254-8965 Vel St.","Nampa","ID","14179","USA","0GravityHeaven","3927.01","1"
"1341273600000-86776024","2012-07-03T07:55:00Z","1189382400000-566","Marsden","Allison","P.O. Box 773 526 Morbi St.","New Haven","CT","18785","USA","vittiverfeliz","3289.13","1"
"1268438400000-20301970","2010-03-13T16:45:00Z","1169164800000-411","Adele","Calhoun","Ap #709-4267 Semper St.","Colchester","VT","55944","USA","kckhanm","5160.92","1"
"1183507200000-1840349","2007-07-04T09:00:00Z","1327276800000-346","Owen","Talley","P.O. Box 562 5362 Adipiscing Av.","Kansas City","KS","12335","USA","yegitimkofteci","5237.32","1"
"1160265600000-140039854","2006-10-08T06:02:00Z","1144540800000-3","Aubrey","Carney","630-2739 Sed Avenue","San Jose","CA","93905","USA","mjungwalker","6180.19","1"
"1124409600000-254399237","2005-08-19T22:24:00Z","1208476800000-274","Palmer","Macdonald","135-7990 Sem Rd.","New Orleans","LA","79490","USA","CJ_Els","4758.97","1"
"1372982400000-196126581","2013-07-05T12:56:00Z","1116288000000-674","Zorita","Pearson","7179 Quis Rd.","Kapolei","HI","72988","USA","ssoysal2013","5972.44","1"
"1115683200000-232584860","2005-05-10T17:30:00Z","1155340800000-184","Thibaut","Guiod","174 Blue Beacon Cl","Sunnyvale","CA","94086","USA","AdlihM","6986.62","1"
"1319068800000-72310806","2011-10-20T19:07:00Z","1131408000000-226","Leila","Alvarez","630-2739 Sed Avenue","San Jose","CA","93905","USA","mjungwalker","7041.27","1"
"1390521600000-33908670","2014-01-24T18:38:00Z","1328054400000-14","Daria","Montgomery","P.O. Box 474 3488 Velit Street","Meridian","ID","95175","USA","yusufsevinc_","9553.46","1"
"1129680000000-29405984","2005-10-19T08:20:00Z","1138579200000-535","Oliver","Hopper","135-7990 Sem Rd.","New Orleans","LA","79490","USA","CJ_Els","6249.6","1"
"1360022400000-199944770","2013-02-05T04:24:00Z","1214352000000-573","Kristen","Dennis","6619 Consectetuer Rd.","Kansas City","KS","27059","USA","erikssoonnnn","10889.78","1"
"1250985600000-84166514","2009-08-23T08:00:00Z","1391558400000-394","Beverly","Padilla","1646 A Rd.","Hilo","HI","38109","USA","Zero_Health","4757.4","1"
"1360022400000-95292522","2013-02-05T21:00:00Z","1140134400000-648","Devin","Stanley","890-5589 Pharetra Av.","Chattanooga","TN","31580","USA","hampusmyreen","5562.04","1"
"1211760000000-188563589","2008-05-26T13:42:00Z","1359936000000-457","Gray","Mcdaniel","P.O. Box 607 9138 Ac Street","Boise","ID","85261","USA","hasandikici97","7202.32","1"
"1174089600000-96322337","2007-03-17T13:17:00Z","1362873600000-36","Mariko","Hill","1646 A Rd.","Hilo","HI","38109","USA","Zero_Health","7066.87","1"
"1320624000000-236942883","2011-11-07T21:49:00Z","1115769600000-480","Erin","Munoz","Ap #328-8893 Ridiculus Road","Topeka","KS","53869","USA","Boesru__Heitfu","9199.65","1"
"1160265600000-6614486","2006-10-08T22:07:00Z","1139270400000-34","Hakeem","Long","5334 Lorem St.","Essex","VT","60522","USA","WPC99","7627.51","1"
"1384128000000-134208368","2013-11-11T19:31:00Z","1107561600000-179","Fitzgerald","Spence","1646 A Rd.","Hilo","HI","38109","USA","Zero_Health","6409.05","1"
"1203033600000-239715525","2008-02-15T13:02:00Z","1127174400000-55","Ima","Walsh","Ap #865-4836 Mauris Road","Springdale","AR","71351","USA","paersson","3456.07","1"
"1157414400000-138515218","2006-09-05T09:18:00Z","1125360000000-162","Tobias","Gallagher","4066 Eget Rd.","Wyoming","WY","64931","USA","baydiliberkay","7409","1"
"1174089600000-171548793","2007-03-17T10:55:00Z","1216252800000-445","Reese","Davenport","9888 Lacus. St.","Billings","MT","32703","USA","sarahjohannah","8128.28","1"
"1234915200000-186496797","2009-02-18T10:53:00Z","1161648000000-193","Isabella","Wright","6176 Dis Avenue","Annapolis","MD","53264","USA","Qbra4134","6916.62","1"
"1341273600000-98861815","2012-07-03T16:11:00Z","1187740800000-556","Mikayla","Davenport","P.O. Box 496 9320 Enim. Avenue","Richmond","VA","58489","USA","AmiSaukko","9638.74","1"
"1164844800000-79332959","2006-11-30T11:54:00Z","1322697600000-283","Denton","Bright","966-7253 Arcu. Avenue","Lansing","MI","65687","USA","OliviaSolman","5450.15","1"
"1260662400000-82888282","2009-12-13T20:46:00Z","1138060800000-5","Cain","Simmons","597-6305 Tempus Road","Phoenix","AZ","86594","USA","matevanessa","6142.95","1"
"1328140800000-194060105","2012-02-02T02:36:00Z","1107648000000-132","Curran","Caldwell","P.O. Box 542 458 Tempus St.","Jacksonville","FL","29823","USA","18UnderParGolf","5956.9","1"
"1142121600000-222737212","2006-03-12T10:25:00Z","1131840000000-560","Zorita","Olson","P.O. Box 351 8631 Id Ave","Fort Wayne","IN","70476","USA","nkiroglu69","4873.84","1"
"1174089600000-196489282","2007-03-17T07:35:00Z","1196640000000-497","Raphael","Hatfield","P.O. Box 865 5711 Magna. Av.","West Valley City","UT","14534","USA","Nurdeniziscan","3187.66","1"
"1112227200000-223725070","2005-03-31T20:52:00Z","1168473600000-553","Signe","Russell","Ap #359-943 Eu Av.","Racine","WI","91281","USA","instagramsahib","6296.16","1"
"1262390400000-48758906","2010-01-02T03:54:00Z","1162684800000-379","Claudia","Alvarado","918-6559 Rutrum Rd.","Burlington","VT","27987","USA","tasan_K","4768.67","1"
"1267315200000-15996923","2010-02-28T18:22:00Z","1159401600000-413","Libby","Buckner","Ap #865-4836 Mauris Road","Springdale","AR","71351","USA","paersson","4669.97","1"
"1180224000000-52883358","2007-05-27T14:01:00Z","1279929600000-214","Edan","Vincent","P.O. Box 590 6966 Morbi Street","Warren","MI","92228","USA","drewinvkd","5920.3","1"
"1385510400000-197096129","2013-11-27T19:44:00Z","1135296000000-312","Ronan","Farrell","716-8995 Suspendisse Avenue","South Burlington","VT","32351","USA","rtlemekkk","4812.27","1"
"1211760000000-89252207","2008-05-26T12:26:00Z","1150243200000-459","Hedwig","Bonner","P.O. Box 542 458 Tempus St.","Jacksonville","FL","29823","USA","18UnderParGolf","6603.36","1"
"1203033600000-213650959","2008-02-15T02:09:00Z","1321574400000-142","Brandon","Smith","Ap #696-121 Quam Road","Sioux City","IA","85442","USA","juliajansson_","4315.53","1"
"1208390400000-92121569","2008-04-17T15:44:00Z","1120089600000-555","Rose","Roberts","387-421 Orci Rd.","Missoula","MT","40776","USA","Koazxu__Goazre","5204.55","1"
"1336694400000-105384158","2012-05-11T22:34:00Z","1247529600000-614","William","Gordon","912-7622 Metus. Rd.","Sterling Heights","MI","22286","USA","bar_tansel6183","8227.77","1"
"1234915200000-45072451","2009-02-18T11:46:00Z","1154908800000-93","Oleg","Lang","P.O. Box 958 3673 Nunc Avenue","Kapolei","HI","64368","USA","iTem70","3051.49","1"
"1115683200000-204446380","2005-05-10T01:43:00Z","1160006400000-394","Eugenia","Lara","58 Emerald Branch Blvd","Clearwater","FL","33575","USA","Humorforiphone","8260.03","1"
"1318032000000-90433290","2011-10-08T02:06:00Z","1128729600000-678","Dale","Sloan","546-6739 At Road","Rochester","MN","89011","USA","therkut","4251.36","1"
"1262649600000-61734999","2010-01-05T03:16:00Z","1267833600000-229","Petra","Macias","912-7622 Metus. Rd.","Sterling Heights","MI","22286","USA","bar_tansel6183","9017.65","1"
"1323043200000-124063962","2011-12-05T05:49:00Z","1306281600000-404","Wanda","Irwin","Ap #720-4806 Dui Ave","Oklahoma City","OK","90230","USA","Bioski__Wiophi","8990.36","1"
"1319241600000-69539277","2011-10-22T16:14:00Z","1110585600000-611","Yuli","Good","185-6734 Varius. Av.","Tacoma","WA","40699","USA","EYPBA2","5482.84","1"
"1391990400000-7373841","2014-02-10T07:57:00Z","1125619200000-454","Alexandra","Baxter","2696 Id Rd.","Salem","OR","44613","USA","ensesikalin","7204.94","1"
"1194134400000-51775909","2007-11-04T18:05:00Z","1169683200000-240","Alexandra","Medina","Ap #187-3245 Neque Street","Pike Creek","DE","54666","USA","tyfn_aydogan","5467.78","1"
"1262649600000-59026668","2010-01-05T08:14:00Z","1115337600000-608","Stephen","Padilla","185-6734 Varius. Av.","Tacoma","WA","40699","USA","EYPBA2","5856.57","1"
"1180224000000-8063307","2007-05-27T21:40:00Z","1115769600000-6","Melyssa","Middleton","P.O. Box 542 824 Euismod Av.","Kenosha","WI","17462","USA","AysnrSari","5447.04","1"
"1292976000000-211152039","2010-12-22T03:04:00Z","1379548800000-495","Preston","Stanley","Ap #191-2745 Fusce St.","Duluth","MN","85448","USA","Hairbyshellie","5776.26","1"
"1301443200000-89635714","2011-03-30T23:14:00Z","1114646400000-274","Jael","Cabrera","185-6734 Varius. Av.","Tacoma","WA","40699","USA","EYPBA2","6148.77","1"
"1212537600000-186472108","2008-06-04T12:43:00Z","1256342400000-189","Virginia","Ellis","Ap #598-4366 Dolor Street","Akron","OH","29076","USA","Jeajte__Buutmu","5802.08","1"
"1379635200000-140120109","2013-09-20T08:29:00Z","1231200000000-337","Oprah","Tucker","Ap #187-3245 Neque Street","Pike Creek","DE","54666","USA","tyfn_aydogan","7373.08","1"
"1135987200000-321557182","2005-12-31T20:56:00Z","1308009600000-159","Nora","Gilbert","3831 Volutpat. St.","Metairie","LA","85457","USA","trendingoutlet","6387.71","1"
"1278720000000-156414121","2010-07-10T15:11:00Z","1118102400000-46","Veda","Nieves","185-6734 Varius. Av.","Tacoma","WA","40699","USA","EYPBA2","3900.27","1"
"1194134400000-196881072","2007-11-04T20:59:00Z","1358640000000-140","Slade","Rosa","Ap #187-3245 Neque Street","Pike Creek","DE","54666","USA","tyfn_aydogan","5213.57","1"
"1341273600000-90822963","2012-07-03T17:29:00Z","1105747200000-137","Herrod","Holmes","174 Dewy Anchor Esp","Aurora","IL","60507","USA","Robbs_Wife","7158.52","1"
"1210291200000-57946678","2008-05-09T12:46:00Z","1109635200000-709","Britanney","Reilly","Ap #363-2591 Et Rd.","Oklahoma City","OK","92258","USA","SaraEklf","8542.39","1"
"1124409600000-211522428","2005-08-19T18:10:00Z","1384819200000-411","Maggie","Stanley","Ap #153-1812 Sem. Av.","Columbus","OH","72286","USA","LetyGarcia_74","6462.14","1"
"1211760000000-236630092","2008-05-26T03:01:00Z","1193011200000-9","Aimee","Fitzgerald","7738 Sed Av.","San Francisco","CA","96657","USA","HayaliMesajlar","4692.72","1"
"1262649600000-77145539","2010-01-05T01:55:00Z","1227657600000-439","Clementine","Noble","Ap #913-4174 Pellentesque Av.","Montpelier","VT","78364","USA","Destinysanchezz","5005.19","1"
"1306454400000-239898196","2011-05-27T14:36:00Z","1131753600000-331","Sloane","Dalton","Ap #378-3482 Nullam St.","Erie","PA","50726","USA","AliMuhammed38","2956.18","1"
"1190332800000-37789365","2007-09-21T19:47:00Z","1211068800000-651","Sonia","Carter","Ap #839-3925 Sed Av.","Chattanooga","TN","61403","USA","justonlyjohn","6290.84","1"
"1364515200000-247461031","2013-03-29T21:01:00Z","1297296000000-406","Porter","Mercer","Ap #103-6337 Nunc Road","Bellevue","WA","22267","USA","astrawo","3372.83","1"
"1427155200000-56954997","2015-03-24T14:16:00Z","1105315200000-244","Damian","Hill","7132 Libero. St.","Rochester","MN","93835","USA","sinanizmir","4992.81","1"
"1234569600000-167990510","2009-02-14T07:11:00Z","1202169600000-130","Tanek","Howe","9571 Ut Road","Cincinnati","OH","61164","USA","HkanHkanbson","9363.52","1"
"1260662400000-97078118","2009-12-13T05:41:00Z","1149897600000-483","Callie","Nielsen","Ap #976-2328 Lobortis St.","Birmingham","AL","35339","USA","ms_heroin","6254.9","1"
"1301443200000-155589788","2011-03-30T12:22:00Z","1205452800000-521","Ulla","Ford","821-7602 Curae; Avenue","Rutland","VT","18649","USA","Muallaamm","6918.67","1"
"1341273600000-68460831","2012-07-03T12:24:00Z","1207785600000-139","Nadine","Berg","Ap #976-2328 Lobortis St.","Birmingham","AL","35339","USA","ms_heroin","4230.99","1"
"1135987200000-85022376","2005-12-31T13:56:00Z","1304035200000-116","Karyn","Clay","P.O. Box 532 6527 Pellentesque Rd.","Cleveland","OH","96466","USA","OyunuSeven","4272.18","1"
"1317772800000-129181429","2011-10-05T01:08:00Z","1143763200000-486","Inez","Alvarado","7132 Libero. St.","Rochester","MN","93835","USA","sinanizmir","9334.69","1"
"1317772800000-195426852","2011-10-05T04:50:00Z","1345507200000-62","Lara","Tillman","P.O. Box 532 6527 Pellentesque Rd.","Cleveland","OH","96466","USA","OyunuSeven","5539.6","1"
"1337385600000-119277900","2012-05-19T11:18:00Z","1249689600000-409","Jamal","Mccarty","P.O. Box 852 6773 Dolor. Street","Oklahoma City","OK","41342","USA","MerveForyou","7414.88","1"
"1164844800000-312506369","2006-11-30T02:05:00Z","1159401600000-624","Eugenia","Zimmerman","508-2901 Quis Avenue","Hillsboro","OR","36145","USA","tthaydar15","7970.23","1"
"1294444800000-76211509","2011-01-08T22:52:00Z","1106092800000-194","Daquan","Mccarthy","Ap #190-1294 Ligula Rd.","Carson City","NV","41299","USA","Seipfe__Yoedxi","3302.25","1"
"1211760000000-94536545","2008-05-26T08:17:00Z","1135209600000-417","Samantha","Mcgowan","Ap #494-5478 Et Rd.","Cheyenne","WY","36013","USA","solhog","5250.81","1"
"1124409600000-19269967","2005-08-19T02:22:00Z","1229558400000-524","Silas","Odom","3118 Proin Rd.","Kansas City","KS","50687","USA","carldaviiid","6066.01","1"
"1144195200000-71476807","2006-04-05T19:38:00Z","1181952000000-614","Mira","Carrillo","807-3424 Ac Rd.","Atlanta","GA","94936","USA","Alltid17","3575.85","1"
"1318032000000-234670908","2011-10-08T16:16:00Z","1250899200000-296","Fulton","Graves","Ap #494-5478 Et Rd.","Cheyenne","WY","36013","USA","solhog","7785.4","1"
"1306454400000-67980631","2011-05-27T17:24:00Z","1140307200000-534","Wade","Myers","Ap #398-4622 Non Avenue","Cincinnati","OH","19479","USA","rfvivek","7998.77","1"
"1391990400000-128289296","2014-02-10T18:29:00Z","1222041600000-496","Raya","Preston","354-3563 Tellus Rd.","Saint Paul","MN","59600","USA","nurglmai","2561.23","1"
